년도,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
행정구역(시군구)별,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
범죄발생총건수,372730,144038,93713,109580,60352,51696,29620,4762,523078,64781,61758,78129,62406,74753,96211,143281,37402,352471,130148,82281,101526,54627,50357,26558,5023,459893,58900,56944,73772,57238,64618,89049,127294,34177,341288,126230,79489,94605,51223,48184,25323,5331,429953,52495,53659,75405,56353,65932,85371,117243,30106,340504,128725,82905,101289,52827,47929,25814,6300,433498,53289,53801,73817,58012,68566,88098,123992,28318,318320,127673,79182,96340,49869,46960,24911,6651,429487,51544,51645,71847,56210,67448,83790,123406,29296
